TOKEN_ID,TOKEN_NAME,Background Color,Aura,Skin,Lips,Eyes,Nose Ring,Hair,Shirt,Necklace,Earrings,Headpiece,Tier,Eyeliner,Essence,Tattoos,Eclipsed,Tears,Scar,Bandages,Crown,Void,Blessed,NUM_TRAITS,RARITY_SCORE,Rank
224,Mage Ter Latelia - Divine #224,100.48307692307692,109.7345430107527,128.3687106918239,65.84072580645162,43.357673924588426,102.30889724310777,53.818391562294,90.3125,66.86527436527437,64.03333333333333,75.94651162790697,72.41019955654102,57.37350667603654,10.347591888466413,453.56944444444446,57.53523608174772,56.814544189283225,10.898745160859697,11.988619676945667,7.992413117963777,56.696180555555564,81642.5,175.5752688172043,83514.77138865367,1
902,The Holy - Divine #902,3140.096153846154,3401.7708333333335,3401.7708333333335,2551.328125,43.357673924588426,134.059934318555,497.8201219512195,361.25,618.5037878787879,55.201149425287355,43.647420475808616,32657.0,57.37350667603654,13607.083333333334,9.126145763469708,57.53523608174772,56.814544189283225,10.898745160859697,11.988619676945667,7.992413117963777,56.696180555555564,56.53912742382271,8164.25,69002.10388546609,2
555,Master Iylera - Divine #555,100.48307692307692,109.7345430107527,128.3687106918239,65.41866987179488,43.357673924588426,102.30889724310777,53.818391562294,180.625,39.27008177008177,64.03333333333333,122.49437359339836,72.41019955654102,57.37350667603654,1237.0075757575755,453.56944444444446,57.53523608174772,56.814544189283225,10.898745160859697,11.988619676945667,7.992413117963777,16328.5,56.53912742382271,32657.0,52017.54216400947,3
707,The Valkyrie of Lightning - Divine #707,3140.096153846154,3401.7708333333335,3401.7708333333335,2551.328125,43.357673924588426,134.059934318555,497.8201219512195,361.25,618.5037878787879,55.201149425287355,43.647420475808616,10885.666666666666,57.37350667603654,13607.083333333334,9.126145763469708,57.53523608174772,56.814544189283225,10.898745160859697,11.988619676945667,7.992413117963777,56.696180555555564,56.53912742382271,8164.25,47230.77055213275,4
1055,The Valkyrie of Corruption - Divine #1055,3140.096153846154,3401.7708333333335,3401.7708333333335,2551.328125,43.357673924588426,134.059934318555,497.8201219512195,361.25,618.5037878787879,55.201149425287355,43.647420475808616,10885.666666666666,57.37350667603654,13607.083333333334,9.126145763469708,57.53523608174772,56.814544189283225,10.898745160859697,11.988619676945667,7.992413117963777,56.696180555555564,56.53912742382271,8164.25,47230.77055213275,5
98,The Valkyrie of Air - Divine #98,3140.096153846154,3401.7708333333335,3401.7708333333335,2551.328125,43.357673924588426,134.059934318555,497.8201219512195,361.25,618.5037878787879,55.201149425287355,43.647420475808616,10885.666666666666,57.37350667603654,13607.083333333334,9.126145763469708,57.53523608174772,56.814544189283225,10.898745160859697,11.988619676945667,7.992413117963777,56.696180555555564,56.53912742382271,8164.25,47230.77055213275,6
55,Spirited Zsaqua - Divine #55,161.03057199211045,109.7345430107527,128.3687106918239,91.93975225225226,43.357673924588426,182.23772321428572,68.66484440706476,160.55555555555554,107.56587615283266,160.08333333333334,122.49437359339836,72.41019955654102,57.37350667603654,10.347591888466413,431.9708994708995,57.53523608174772,56.814544189283225,10.898745160859697,11.988619676945667,7.992413117963777,16328.5,56.53912742382271,175.5752688172043,18613.979110187767,7
120,Ziiv - Divine #120,102.11694809255785,109.7345430107527,58.65122126436782,127.56640625,96.79016004742147,176.71536796536796,104.80423620025674,24.491525423728813,66.86527436527437,160.08333333333334,122.49437359339836,36.005512679162074,57.37350667603654,10.347591888466413,9.126145763469708,57.53523608174772,56.814544189283225,10.898745160859697,11.988619676945667,7.992413117963777,16328.5,56.53912742382271,175.5752688172043,17969.01010102142,8
1127,Eaei Ar - Divine #1127,100.48307692307692,96.50413711583924,58.65122126436782,129.18117088607596,131.78773204196932,42.566475495307614,60.341832963784185,25.350877192982455,107.56587615283266,171.51785714285714,122.49437359339836,36.005512679162074,57.37350667603654,10.347591888466413,9.126145763469708,57.53523608174772,56.814544189283225,10.898745160859697,11.988619676945667,7.992413117963777,16328.5,56.53912742382271,175.5752688172043,17865.14134224745,9
201,Er Daiave - Divine #201,102.11694809255785,78.20162835249043,58.14992877492877,91.93975225225226,131.78773204196932,42.566475495307614,60.341832963784185,85.0,66.86527436527437,171.51785714285714,126.57751937984499,36.005512679162074,57.37350667603654,10.347591888466413,9.126145763469708,57.53523608174772,56.814544189283225,10.898745160859697,11.988619676945667,7.992413117963777,16328.5,56.53912742382271,175.5752688172043,17833.761660336226,10
